STATEFP,CD115FP,AFFGEOID,GEOID,LSAD,CDSESSN,ALAND,AWATER,Perimeter
08,06,5001500US0806,0806,C2,115,1227603408,22105056,357710.01220000000
12,11,5001500US1211,1211,C2,115,6190210209,1289210544,551700.87206600000
29,06,5001500US2906,2906,C2,115,47133860847,527236188,1568120.67940000000
37,04,5001500US3704,3704,C2,115,1896723122,18289922,356348.68938400000
39,16,5001500US3916,3916,C2,115,3121758444,31188827,587131.70787700000
15,02,5001500US1502,1502,C2,115,16092682060,11320984469,1579470.98017000000
12,10,5001500US1210,1210,C2,115,1130599172,205785473,184323.65752100000
47,06,5001500US4706,4706,C2,115,16769931854,324687115,935027.57728000000
42,07,5001500US4207,4207,C2,115,2233770399,21529041,819791.20533700000
48,31,5001500US4831,4831,C2,115,5579439217,137165219,396998.69725800000
45,03,5001500US4503,4503,C2,115,13644904138,518812682,716018.20398000000
32,01,5001500US3201,3201,C2,115,270624139,16683,75854.55910200000
18,07,5001500US1807,1807,C2,115,787118054,4770564,139050.18757700000
25,05,5001500US2505,2505,C2,115,686548485,58599141,232116.88833200000
25,07,5001500US2507,2507,C2,115,162438867,97447912,172252.13208600000
25,06,5001500US2506,2506,C2,115,1364157680,864455788,301837.99851900000
42,14,5001500US4214,4214,C2,115,542048507,26842230,243799.64978200000
41,02,5001500US4102,4102,C2,115,179860036930,1904464238,2132070.47399000000
37,01,5001500US3701,3701,C2,115,15206074948,526877237,987184.42408900000
39,11,5001500US3911,3911,C2,115,633251926,1310861846,329976.11736500000
12,23,5001500US1223,1223,C2,115,486449067,184721434,166872.26672100000
13,12,5001500US1312,1312,C2,115,21202177276,375197181,1189437.48026000000
17,09,5001500US1709,1709,C2,115,272939511,1558242,156805.76608400000
47,05,5001500US4705,4705,C2,115,3233303766,72160080,373777.41776000000
53,09,5001500US5309,5309,C2,115,475103338,104562198,209640.66126100000
06,37,5001500US0637,0637,C2,115,143131705,351787,72283.40733140000
26,06,5001500US2606,2606,C2,115,9188433840,4065697553,466415.36203700000
17,15,5001500US1715,1715,C2,115,38062093379,353696036,1523996.02373000000
09,01,5001500US0901,0901,C2,115,1749270617,51354205,357760.32870300000
18,05,5001500US1805,1805,C2,115,4985157357,41028527,424802.22038400000
42,11,5001500US4211,4211,C2,115,8692587229,193801093,896071.96825400000
26,04,5001500US2604,2604,C2,115,21906078722,521178033,850678.97904800000
06,09,5001500US0609,0609,C2,115,3239718832,140669150,347729.78987000000
12,13,5001500US1213,1213,C2,115,470881681,639929451,156639.87137000000
48,19,5001500US4819,4819,C2,115,66914275190,282516302,1734586.98050000000
13,11,5001500US1311,1311,C2,115,2773088054,70602060,354885.70657700000
21,03,5001500US2103,2103,C2,115,827724572,41039533,169355.98164500000
12,06,5001500US1206,1206,C2,115,5624012888,1321898430,489557.09522300000
39,02,5001500US3902,3902,C2,115,8344022993,77185779,649075.94605300000
40,01,5001500US4001,4001,C2,115,4226105183,143411660,517305.99426900000
26,07,5001500US2607,2607,C2,115,10950269576,526293098,688299.45174300000
13,04,5001500US1304,1304,C2,115,1287248302,22015255,241912.39246300000
20,02,5001500US2002,2002,C2,115,36632524565,528627765,1166967.75567000000
22,02,5001500US2202,2202,C2,115,3285061039,522507336,897806.29852900000
34,01,5001500US3401,3401,C2,115,907048665,51215017,206557.72063700000
04,05,5001500US0405,0405,C2,115,760019080,2390597,135630.02232700000
17,07,5001500US1707,1707,C2,115,161452483,5309542,157002.33319000000
48,27,5001500US4827,4827,C2,115,23622355669,4537016681,2051640.51634000000
48,14,5001500US4814,4814,C2,115,6336741756,2539425820,967296.05061100000
35,01,5001500US3501,3501,C2,115,11916092592,16862536,742196.86783000000
18,04,5001500US1804,1804,C2,115,16450535829,70422165,707758.91765900000
29,05,5001500US2905,2905,C2,115,6281363024,89972215,637887.04824600000
48,33,5001500US4833,4833,C2,115,549094430,16597231,384682.61919700000
24,02,5001500US2402,2402,C2,115,903021394,440312287,629312.33795100000
27,05,5001500US2705,2705,C2,115,351509734,16674892,114337.07363600000
41,05,5001500US4105,4105,C2,115,13439644606,1207501344,1105535.52348000000
22,03,5001500US2203,2203,C2,115,18089035191,5593777362,1171290.81814000000
34,07,5001500US3407,3407,C2,115,2512101051,47141303,384339.93504700000
06,26,5001500US0626,0626,C2,115,2432290793,807145392,368341.66574700000
05,04,5001500US0504,0504,C2,115,57854702031,1050248298,1614847.09981000000
12,20,5001500US1220,1220,C2,115,5592899394,637545841,619116.18344800000
28,03,5001500US2803,2803,C2,115,33033314456,342512113,1583887.39397000000
13,06,5001500US1306,1306,C2,115,774197747,14045945,188267.34345000000
37,03,5001500US3703,3703,C2,115,18692822004,10737987125,2731430.08488000000
06,51,5001500US0651,0651,C2,115,12410088463,870604257,791664.14733000000
36,04,5001500US3604,3604,C2,115,286745402,168721690,97132.99759560000
36,21,5001500US3621,3621,C2,115,39144878013,3342021173,1200685.57537000000
40,04,5001500US4004,4004,C2,115,25323016947,407934365,1129501.24432000000
13,05,5001500US1305,1305,C2,115,686127322,5196810,152023.78684600000
01,01,5001500US0101,0101,C2,115,15713086471,2275834340,1350078.61110000000
34,12,5001500US3412,3412,C2,115,1067327164,18558275,281589.24147900000
04,01,5001500US0401,0401,C2,115,142546050209,354049454,2943708.55266000000
06,43,5001500US0643,0643,C2,115,186583272,555896,88552.29397270000
36,18,5001500US3618,3618,C2,115,3506994481,160461621,381350.98848800000
12,16,5001500US1216,1216,C2,115,3349916070,958648284,321446.37756200000
47,07,5001500US4707,4707,C2,115,23725142425,416632763,1125990.61207000000
18,09,5001500US1809,1809,C2,115,11620750501,145921133,647881.14614000000
26,11,5001500US2611,2611,C2,115,1085491777,55909219,301784.76288500000
