STATEFP,CD115FP,AFFGEOID,GEOID,LSAD,CDSESSN,ALAND,AWATER,Perimeter
42,14,5001500US4214,4214,C2,115,542048507,26842230,155153.63463100000
06,37,5001500US0637,0637,C2,115,143131705,351787,50172.09745270000
48,06,5001500US4806,4806,C2,115,5564726643,255608840,433524.40067700000
36,04,5001500US3604,3604,C2,115,286745402,168721690,79513.13031250000
06,06,5001500US0606,0606,C2,115,452858330,11191537,122565.34180100000
13,05,5001500US1305,1305,C2,115,686127322,5196810,114363.26850100000
06,29,5001500US0629,0629,C2,115,238354211,1621911,77256.86592550000
08,01,5001500US0801,0801,C2,115,491909051,7068941,161335.85945500000
39,14,5001500US3914,3914,C2,115,5063536361,3730727841,408925.28399100000
06,27,5001500US0627,0627,C2,115,1812630457,7549848,214215.91021200000
